,tmdb_id,title,evaluation,Director_0,Adventure,Fantasy,Animation,Drama,Horror,Action,Comedy,History,Western,Thriller,Crime,Documentary,Science Fiction,Mystery,Music,Romance,Family,War,TV Movie,primary genre,overview,keywords
11,121,The Lord of the Rings: The Two Towers,9.72,Peter Jackson,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",elves dwarf orcs hobbit based on novel or book explosive cave funeral siege fort army addiction mission attack dragon guide death split personality wizard ring live action and animation sword and sorcery middle-earth 
12,79384,O Palmenbaum,7.720000000000001,Xaver Schwarzenberger,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Comedy,"Kati and Jonas have planned to get married secretly during their Christmas trip to Mauritius - but in the end, Kati's entire family gets wind of the plan and shows up at the airport to accompany them.",christmas 
13,78,Blade Runner,9.0,Ridley Scott,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Science Fiction,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","artificial intelligence flying car bounty hunter android based on novel or book dystopia genetics futuristic fugitive cyberpunk los angeles, california cult film tech noir neo-noir blade runner "
14,38602,Little Lord Fauntleroy,7.37,Jack Gold,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,TV Movie,"Young Cedric Errol and his widowed mother live in genteel poverty in 1880s Brooklyn after the death of his father. Cedric's grandfather, the Earl of Dorincourt, has long ago disowned his son for marrying an American. But after the death of the Earl's remaining son, he decides to accept Cedric as his heir.",remake lord 
15,567,Rear Window,8.870000000000001,Alfred Hitchcock,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Thriller,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,nurse photographer suspicion of murder girlfriend neighbor salesman whodunit convalescence voyeurism missing wife homebound suspicious behavior flower bed visiting nurse 
16,4192,Death on the Nile,8.8,John Guillermin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mystery,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?",based on novel or book egypt paddleboat pyramid cruise nile sphinx murder whodunit cobra shipboard murder mystery 1930s 
17,24,Kill Bill: Vol. 1,9.7,Quentin Tarantino,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Action,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",japan coma martial arts kung fu showdown asia underworld yakuza sword bride vigilante sword fight revenge female yakuza animated scene wedding samurai sword eye patch retribution 
18,593,Solaris,8.47,Andrei Tarkovsky,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Drama,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,1970s loss of sense of reality extraterrestrial technology soviet union subconsciousness hallucination space travel astronaut 
19,110415,Snowpiercer,8.7,Bong Joon-ho,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Action,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",child labour parent child relationship brothel winter allegory bridge pregnancy post-apocalyptic future dystopia hijacking of train based on comic dam rifle train based on graphic novel guilt revolt duplicity tunnel social class population control perpetual winter city ruin 
20,517814,Capernaum,9.33,Nadine Labaki,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama,"Zain, a 12-year-old boy scrambling to survive on the streets of Beirut, sues his parents for having brought him into such an unjust world, where being a refugee with no documents means that your rights can easily be denied.","slum child abuse lebanon refugee neglect beirut, lebanon lawsuit child bride undocumented immigrant poverty life in the slums slum dwellers "
21,393,Kill Bill: Vol. 2,8.77,Quentin Tarantino,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Action,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",sibling relationship martial arts kung fu showdown swordplay katana mother role rage and hate daughter right and justice vigilante single sword fight revenge retribution aftercreditsstinger duringcreditsstinger kill bill 
22,4645,Ödipussi,8.93,Vicco von Bülow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,"Paul Winkelmann is the CEO of a successful business in Hamburg that he took over after the death of his father eight years ago. But he is still strongly dominated by his 78 year old mother who cares for him as a child, and who cannot understand why he took an apartment on his own after all these years. The real ""problem"" starts when Paul gets to know psychologist Margarethe Tietze whose relationship to her parents is also not so easy after all.",milan mama's boy furniture 
23,335984,Blade Runner 2049,9.43,Denis Villeneuve,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Science Fiction,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.","artificial intelligence bounty hunter future dystopia genetics sequel cyberpunk los angeles, california las vegas tech noir blade runner "
24,1255,The Host,9.33,Bong Joon-ho,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Horror,"Following the dumping of gallons of toxic waste in the river, a giant mutated squid-like appears and begins attacking the populace. Gang-du's daughter Hyun-seo is snatched up by the creature; with his family to assist him, he sets off to find her.",river monster bravery archer daughter sewerage pollution formaldehyde snack bar family asian origins 
25,550,Fight Club,9.67,David Fincher,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",based on novel or book support group dual identity nihilism fight rage and hate insomnia dystopia alter ego cult film split personality quitting a job dissociative identity disorder self destructiveness 
26,12086,Machuca,8.0,Andrés Wood,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama,"Santiago, capital of Chile during the Marxist government of elected, highly controversial president Salvador Allende. Father McEnroe supports his leftist views by introducing a program at the prestigious ""collegio"" (Catholic prep school) St. Patrick to allow free admission of some proletarian kids. One of them is Pedro Machuca, slum-raised son of the cleaning lady in Gonzalo Infante's liberal-bourgeois home. Yet the new classmates become buddies, paradoxically protesting together as Gonzalo gets adopted by Pedro's slum family and gang. But the adults spoil that too, not in the least when general Pinochet's coup ousts Allende, and supporters such as McEnroe.","1970s demonstration trauma santiago, chile chile pinochet regime friends historical event classmate sexual initiation "
27,694,The Shining,8.9,Stanley Kubrick,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Horror,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.","hotel montana based on novel or book isolation hotelier oregon, usa delusion loneliness caretaker vision psychological thriller writer alcoholic cult film psychological horror snowed in haunted hotel writers-block "
28,339877,Loving Vincent,9.05,Dorota Kobiela,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Animation,A young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.,painter artist letter investigation bullying struggling artist 19th century mysterious death controversial artist vincent van gogh 
29,507076,Climax,7.8,Gaspar Noé,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Drama,Young dancers gather in a remote and empty school building to rehearse on a cold and wintry night. The all-night celebration soon turns into a hallucinatory nightmare when they learn that their sangria is laced with LSD.,dance paranoia pregnancy lsd long take urination lgbt spiked drink punch bowl 
30,9693,Children of Men,8.75,Alfonso Cuarón,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Drama,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",police state england hippie rebel based on novel or book refugee camp miracle future dystopia chaos childlessness government faith survival birth alcoholic bombing dying fertility violence 
31,394117,The Florida Project,9.05,Sean Baker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",parent child relationship florida drug addiction motel friendship drug use children's perspectives child walt disney world orlando florida peer relationship mother daughter relationship 
32,115,The Big Lebowski,9.05,Joel Coen,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Comedy,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","white russian bowling vietnam veteran carpet nihilism heart attack kidnapping lsd marijuana los angeles, california millionaire cult film cowboy ashes impregnation bowling team unemployed bowling ball neo-noir weeds "
33,452,The Idiots,7.75,Lars von Trier,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,With his first Dogma-95 film director Lars von Trier opens up a completely new film platform. With a mix of home-video and documentary styles the film tells the story of a group of young people who have decided to get to know their “inner-idiots” and thus not only facing and breaking their outer appearance but also their inner.,mentally disabled lifestyle commune test of courage idiot publicity staging normality social control mockery simulation bodily disabled person psychology freedom coercion dogme 95 
34,771,Home Alone,8.0,Chris Columbus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Comedy,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",holiday burglar slapstick little boy family relationships home invasion precocious child booby trap home alone suburban chicago mischievous child christmas kids on their own child rescue 
35,155,The Dark Knight,9.65,Christopher Nolan,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Drama,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",dc comics crime fighter secret identity anti hero scarecrow sadism chaos vigilante joker superhero based on comic tragic hero organized crime anti villain criminal mastermind district attorney super power super villain neo-noir 
36,107985,The World's End,8.0,Edgar Wright,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Comedy,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,addiction alcoholism end of the world apocalypse homage 
37,747,Shaun of the Dead,8.45,Edgar Wright,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Horror,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.","london, england surrey satire slacker friends parody dark comedy survival zombie cult film survival horror british pub boyfriend girlfriend relationship zombie apocalypse "
38,359940,"Three Billboards Outside Ebbing, Missouri",8.85,Martin McDonagh,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crime,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",suicide rape police brutality small town missouri alcoholism murder dark comedy cancer teenage girl arson police corruption racism anger billboard guilty conscience molotov cocktail pool hall 
39,603,The Matrix,10.0,Lilly Wachowski,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Action,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",saving the world artificial intelligence man vs machine philosophy prophecy martial arts self sacrifice fight hacker insurgence simulated reality  virtual reality dystopia truth cyberpunk dream world woman director messiah action hero gnosticism 
40,116745,The Secret Life of Walter Mitty,8.5,Ben Stiller,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Adventure,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,himalaya photographer magazine iceland daydream photograph shark fired from the job dreamer online dating daydreaming 
41,374720,Dunkirk,7.95,Christopher Nolan,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,War,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",france beach europe world war ii evacuation pilot british army allies army royal navy based on a true story survival rescue mission military officer historical fiction soldier private military dunkirk 1940s royal air force raf 
42,64690,Drive,7.5,Nicolas Winding Refn,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Drama,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.","car mechanic stuntman revenge neighbor police chase beaten to death los angeles, california brutality getaway driver crime lord existentialism neo-noir silent protagonist "
43,16869,Inglourious Basterds,9.5,Quentin Tarantino,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Drama,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","paris, france guerrilla warfare self sacrifice dynamite mexican standoff world war ii jew persecution nazi masochism sadism anti-semitism swastika german occupation of france british politics adolf hitler "
44,1726,Iron Man,8.05,Jon Favreau,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Action,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",middle east arms dealer malibu superhero based on comic iron man aftercreditsstinger marvel cinematic universe (mcu) counter-terrorism iron-man marvel comics comic book adaptation 
45,2013,The Diving Bell and the Butterfly,8.65,Julian Schnabel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama,"The true story of Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind.",writing lover (female) psychological stress dying and death editor-in-chief patient disabled 
46,37903,The White Ribbon,8.0,Michael Haneke,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drama,"Strange events happen in a small village in the north of Germany during the years just before World War I, which seem to be ritual punishment. The abused and suppressed children of the villagers seem to be at the heart of this mystery.",child abuse authority pastor nanny propaganda puritan punishment tailor school teacher future war suppression shame small village village people 1910s east elbia violence 
47,574,The Man Who Knew Too Much,8.5,Alfred Hitchcock,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Crime,"A widescreen, Technicolor remake by Hitchcock of his 1934 film of the same title. A couple vacationing in Morocco with their young son accidentally stumble upon an assassination plot. When the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him.","london, england assassination scotland yard bus morocco paranoia remake conspiracy whodunit american physician frenchman inter cultural cymbals "
48,399174,Isle of Dogs,8.95,Wes Anderson,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Adventure,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",japan island stop motion dog garbage dump 
49,313369,La La Land,8.65,Damien Chazelle,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Comedy,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.","dancing jazz dance passion traffic jam ambition musical casting coffee shop jazz club hollywood los angeles, california pianist pier audition planetarium watching a movie aspiring actor movie set sunset one woman show pool party griffith observatory "
50,1878,Fear and Loathing in Las Vegas,8.3,Terry Gilliam,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Adventure,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",casino based on novel or book 1970s hallucination fake identity lsd road trip surrealism dark comedy lawyer hitchhiker las vegas drugs buddy desert cult film gonzo journalist cadillac convertible police convention 
51,7862,The Counterfeiters,7.5,Stefan Ruzowitzky,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drama,"The story Jewish counterfeiter, Salomon Sorowitsch, coerced into assisting the Nazi operation of the Sachsenhausen concentration camp during World War II.",concentration camp holocaust (shoah) world war ii nazi sachsenhausen counterfeit based on memoir or autobiography german jew forgery 1940s forger 
52,4193,Evil Under the Sun,8.1,Guy Hamilton,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Thriller,"Trying to find how a millionaire wound up with a phony diamond brings Hercule Poirot to an exclusive island resort frequented by the rich and famous. When a murder is committed, everyone has an alibi.",detective based on novel or book greece island murder murder mystery holiday resort 
53,398173,The House That Jack Built,8.0,Lars von Trier,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Drama,"Failed architect, engineer and vicious murderer Jack narrates the details of some of his most elaborately orchestrated crimes, each of them a towering piece of art that defines his life's work as a serial killer for twelve years.",1970s child murder artist sadism psychopath misanthrophy taxidermy flashback serial killer obsessive compulsive disorder visions of hell murderer 1980s animal mutilation 
54,254320,The Lobster,8.5,Yorgos Lanthimos,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Comedy,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",hotel suicide attempt boat dystopia woods punishment swimming grave digging dead rabbit manhunt shooting an animal 
55,141,Donnie Darko,9.0,Richard Kelly,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fantasy,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",fire parent child relationship halloween airplane time travel loss school performance imaginary friend surrealism suburbia vision cult film mental illness virginia sleepwalking 1980s parallel universe plot twist 
56,27205,Inception,9.45,Christopher Nolan,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Action,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","paris, france spy philosophy allegory dream kidnapping manipulation airplane virtual reality car crash heist rescue mission memory architecture los angeles, california dream world subconscious "
57,278,The Shawshank Redemption,9.45,Frank Darabont,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Drama,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",prison corruption police brutality prison cell delinquent parole board prison escape wrongful imprisonment framed for murder 1940s 
58,4538,The Darjeeling Limited,8.35,Wes Anderson,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Adventure,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).",sibling relationship dysfunctional family india healing steward catharsis 
59,196,Back to the Future Part III,9.35,Robert Zemeckis,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Adventure,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",railroad robber california delorean indian territory sports car inventor locomotive saloon horseback riding time travel outlaw sequel mad scientist native american western shootout gunfight train wild west cavalry 1950s hoverboard flying train 
60,299534,Avengers: Endgame,7.1,Anthony Russo,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Adventure,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",space travel time travel time machine sequel based on comic alien invasion superhero team iron man marvel cinematic universe (mcu) alternate timeline final battle father daughter relationship sister sister relationship 
61,299536,Avengers: Infinity War,9.25,Anthony Russo,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Adventure,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",magic sacrifice superhero based on comic space battlefield genocide magical object super power aftercreditsstinger marvel cinematic universe (mcu) cosmic 
